RowID,Date,Month,Year,Location,IndicatorName,IndicatorValue
Unemployment rateShelby County20140501,05/01/2014,May,2014,Shelby County,Unemployment rate,7.5%
Unemployment rateShelby County20140601,06/01/2014,June,2014,Shelby County,Unemployment rate,8.3%
Unemployment rateShelby County20140701,07/01/2014,July,2014,Shelby County,Unemployment rate,8.5%
Unemployment rateShelby County20140801,08/01/2014,August,2014,Shelby County,Unemployment rate,8.5%
Unemployment rateShelby County20140901,09/01/2014,September,2014,Shelby County,Unemployment rate,7.9%
Unemployment rateShelby County20141001,10/01/2014,October,2014,Shelby County,Unemployment rate,7.5%
Unemployment rateShelby County20141101,11/01/2014,November,2014,Shelby County,Unemployment rate,7.7%
Unemployment rateShelby County20141201,12/01/2014,December,2014,Shelby County,Unemployment rate,7.2%
Unemployment rateShelby County20150101,01/01/2015,January,2015,Shelby County,Unemployment rate,8.1%
Unemployment rateShelby County20150201,02/01/2015,February,2015,Shelby County,Unemployment rate,7.2%
Unemployment rateShelby County20150301,03/01/2015,March,2015,Shelby County,Unemployment rate,6.7%
Unemployment rateShelby County20150401,04/01/2015,April,2015,Shelby County,Unemployment rate,6.1%
Unemployment rateShelby County20150501,05/01/2015,May,2015,Shelby County,Unemployment rate,6.7%
Unemployment rateShelby County20150601,06/01/2015,June,2015,Shelby County,Unemployment rate,7.3%
Unemployment rateShelby County20150701,07/01/2015,July,2015,Shelby County,Unemployment rate,7.4%
Unemployment rateWake County20050101,01/01/2005,January,2005,Wake County,Unemployment rate,4.4%
Unemployment rateWake County20050201,02/01/2005,February,2005,Wake County,Unemployment rate,4.6%
Unemployment rateWake County20050301,03/01/2005,March,2005,Wake County,Unemployment rate,4.2%
Unemployment rateWake County20050401,04/01/2005,April,2005,Wake County,Unemployment rate,4.1%
Unemployment rateWake County20050501,05/01/2005,May,2005,Wake County,Unemployment rate,4.1%
Unemployment rateWake County20050601,06/01/2005,June,2005,Wake County,Unemployment rate,4.5%
Unemployment rateWake County20050701,07/01/2005,July,2005,Wake County,Unemployment rate,4.3%
Unemployment rateWake County20050801,08/01/2005,August,2005,Wake County,Unemployment rate,4.0%
Unemployment rateWake County20050901,09/01/2005,September,2005,Wake County,Unemployment rate,3.9%
Unemployment rateWake County20051001,10/01/2005,October,2005,Wake County,Unemployment rate,3.8%
Unemployment rateWake County20051101,11/01/2005,November,2005,Wake County,Unemployment rate,3.9%
Unemployment rateWake County20051201,12/01/2005,December,2005,Wake County,Unemployment rate,3.4%
Unemployment rateWake County20060101,01/01/2006,January,2006,Wake County,Unemployment rate,3.6%
Unemployment rateWake County20060201,02/01/2006,February,2006,Wake County,Unemployment rate,3.9%
Unemployment rateWake County20060301,03/01/2006,March,2006,Wake County,Unemployment rate,3.6%
Unemployment rateWake County20060401,04/01/2006,April,2006,Wake County,Unemployment rate,3.4%
Unemployment rateWake County20060501,05/01/2006,May,2006,Wake County,Unemployment rate,3.7%
Unemployment rateWake County20060601,06/01/2006,June,2006,Wake County,Unemployment rate,3.9%
Unemployment rateWake County20060701,07/01/2006,July,2006,Wake County,Unemployment rate,4.1%
Unemployment rateWake County20060801,08/01/2006,August,2006,Wake County,Unemployment rate,3.8%
Unemployment rateWake County20060901,09/01/2006,September,2006,Wake County,Unemployment rate,3.5%
Unemployment rateWake County20061001,10/01/2006,October,2006,Wake County,Unemployment rate,3.3%
Unemployment rateWake County20061101,11/01/2006,November,2006,Wake County,Unemployment rate,3.6%
Unemployment rateWake County20061201,12/01/2006,December,2006,Wake County,Unemployment rate,3.3%
Unemployment rateWake County20070101,01/01/2007,January,2007,Wake County,Unemployment rate,3.7%
Unemployment rateWake County20070201,02/01/2007,February,2007,Wake County,Unemployment rate,3.6%
Unemployment rateWake County20070301,03/01/2007,March,2007,Wake County,Unemployment rate,3.3%
Unemployment rateWake County20070401,04/01/2007,April,2007,Wake County,Unemployment rate,3.3%
Unemployment rateWake County20070501,05/01/2007,May,2007,Wake County,Unemployment rate,3.4%
Unemployment rateWake County20070601,06/01/2007,June,2007,Wake County,Unemployment rate,3.7%
Unemployment rateWake County20070701,07/01/2007,July,2007,Wake County,Unemployment rate,3.7%
Unemployment rateWake County20070801,08/01/2007,August,2007,Wake County,Unemployment rate,3.5%
Unemployment rateWake County20070901,09/01/2007,September,2007,Wake County,Unemployment rate,3.4%
Unemployment rateWake County20071001,10/01/2007,October,2007,Wake County,Unemployment rate,3.3%
Unemployment rateWake County20071101,11/01/2007,November,2007,Wake County,Unemployment rate,3.4%
Unemployment rateWake County20071201,12/01/2007,December,2007,Wake County,Unemployment rate,3.5%
Unemployment rateWake County20080101,01/01/2008,January,2008,Wake County,Unemployment rate,3.8%
Unemployment rateWake County20080201,02/01/2008,February,2008,Wake County,Unemployment rate,3.9%
Unemployment rateWake County20080301,03/01/2008,March,2008,Wake County,Unemployment rate,3.8%
Unemployment rateWake County20080401,04/01/2008,April,2008,Wake County,Unemployment rate,3.6%
Unemployment rateWake County20080501,05/01/2008,May,2008,Wake County,Unemployment rate,4.3%
Unemployment rateWake County20080601,06/01/2008,June,2008,Wake County,Unemployment rate,4.6%
Unemployment rateWake County20080701,07/01/2008,July,2008,Wake County,Unemployment rate,4.8%
Unemployment rateWake County20080801,08/01/2008,August,2008,Wake County,Unemployment rate,4.8%
Unemployment rateWake County20080901,09/01/2008,September,2008,Wake County,Unemployment rate,4.5%
Unemployment rateWake County20081001,10/01/2008,October,2008,Wake County,Unemployment rate,4.5%
Unemployment rateWake County20081101,11/01/2008,November,2008,Wake County,Unemployment rate,5.9%
Unemployment rateWake County20081201,12/01/2008,December,2008,Wake County,Unemployment rate,6.3%
Unemployment rateWake County20090101,01/01/2009,January,2009,Wake County,Unemployment rate,7.5%
Unemployment rateWake County20090201,02/01/2009,February,2009,Wake County,Unemployment rate,8.1%
Unemployment rateWake County20090301,03/01/2009,March,2009,Wake County,Unemployment rate,7.9%
Unemployment rateWake County20090401,04/01/2009,April,2009,Wake County,Unemployment rate,7.7%
Unemployment rateWake County20090501,05/01/2009,May,2009,Wake County,Unemployment rate,8.2%
Unemployment rateWake County20090601,06/01/2009,June,2009,Wake County,Unemployment rate,8.6%
Unemployment rateWake County20090701,07/01/2009,July,2009,Wake County,Unemployment rate,8.6%
Unemployment rateWake County20090801,08/01/2009,August,2009,Wake County,Unemployment rate,8.5%
Unemployment rateWake County20090901,09/01/2009,September,2009,Wake County,Unemployment rate,8.4%
Unemployment rateWake County20091001,10/01/2009,October,2009,Wake County,Unemployment rate,8.5%
Unemployment rateWake County20091101,11/01/2009,November,2009,Wake County,Unemployment rate,8.4%
Unemployment rateWake County20091201,12/01/2009,December,2009,Wake County,Unemployment rate,8.6%
Unemployment rateWake County20100101,01/01/2010,January,2010,Wake County,Unemployment rate,9.0%
Unemployment rateWake County20100201,02/01/2010,February,2010,Wake County,Unemployment rate,9.0%
Unemployment rateWake County20100301,03/01/2010,March,2010,Wake County,Unemployment rate,8.7%
Unemployment rateWake County20100401,04/01/2010,April,2010,Wake County,Unemployment rate,8.4%
Unemployment rateWake County20100501,05/01/2010,May,2010,Wake County,Unemployment rate,8.4%
Unemployment rateWake County20100601,06/01/2010,June,2010,Wake County,Unemployment rate,8.5%
Unemployment rateWake County20100701,07/01/2010,July,2010,Wake County,Unemployment rate,8.3%
Unemployment rateWake County20100801,08/01/2010,August,2010,Wake County,Unemployment rate,8.2%
Unemployment rateWake County20100901,09/01/2010,September,2010,Wake County,Unemployment rate,7.7%
Unemployment rateWake County20101001,10/01/2010,October,2010,Wake County,Unemployment rate,7.6%
Unemployment rateWake County20101101,11/01/2010,November,2010,Wake County,Unemployment rate,8.0%
Unemployment rateWake County20101201,12/01/2010,December,2010,Wake County,Unemployment rate,7.7%
Unemployment rateWake County20110101,01/01/2011,January,2011,Wake County,Unemployment rate,8.1%
Unemployment rateWake County20110201,02/01/2011,February,2011,Wake County,Unemployment rate,7.9%
Unemployment rateWake County20110301,03/01/2011,March,2011,Wake County,Unemployment rate,7.6%
Unemployment rateWake County20110401,04/01/2011,April,2011,Wake County,Unemployment rate,7.5%
Unemployment rateWake County20110501,05/01/2011,May,2011,Wake County,Unemployment rate,7.7%
Unemployment rateWake County20110601,06/01/2011,June,2011,Wake County,Unemployment rate,8.4%
Unemployment rateWake County20110701,07/01/2011,July,2011,Wake County,Unemployment rate,8.2%
Unemployment rateWake County20110801,08/01/2011,August,2011,Wake County,Unemployment rate,8.4%
Unemployment rateWake County20110901,09/01/2011,September,2011,Wake County,Unemployment rate,8.0%
Unemployment rateWake County20111001,10/01/2011,October,2011,Wake County,Unemployment rate,7.7%
Unemployment rateWake County20111101,11/01/2011,November,2011,Wake County,Unemployment rate,7.4%
Unemployment rateWake County20111201,12/01/2011,December,2011,Wake County,Unemployment rate,7.3%
Unemployment rateWake County20120101,01/01/2012,January,2012,Wake County,Unemployment rate,7.6%
Unemployment rateWake County20120201,02/01/2012,February,2012,Wake County,Unemployment rate,7.5%
Unemployment rateWake County20120301,03/01/2012,March,2012,Wake County,Unemployment rate,7.2%
Unemployment rateWake County20120401,04/01/2012,April,2012,Wake County,Unemployment rate,6.8%
Unemployment rateWake County20120501,05/01/2012,May,2012,Wake County,Unemployment rate,7.2%
Unemployment rateWake County20120601,06/01/2012,June,2012,Wake County,Unemployment rate,7.6%
Unemployment rateWake County20120701,07/01/2012,July,2012,Wake County,Unemployment rate,7.6%
Unemployment rateWake County20120801,08/01/2012,August,2012,Wake County,Unemployment rate,7.3%
Unemployment rateWake County20120901,09/01/2012,September,2012,Wake County,Unemployment rate,6.6%
Unemployment rateWake County20121001,10/01/2012,October,2012,Wake County,Unemployment rate,6.6%
Unemployment rateWake County20121101,11/01/2012,November,2012,Wake County,Unemployment rate,6.6%
Unemployment rateWake County20121201,12/01/2012,December,2012,Wake County,Unemployment rate,6.7%
Unemployment rateWake County20130101,01/01/2013,January,2013,Wake County,Unemployment rate,7.1%
Unemployment rateWake County20130201,02/01/2013,February,2013,Wake County,Unemployment rate,6.6%
Unemployment rateWake County20130301,03/01/2013,March,2013,Wake County,Unemployment rate,6.2%
Unemployment rateWake County20130401,04/01/2013,April,2013,Wake County,Unemployment rate,5.9%
Unemployment rateWake County20130501,05/01/2013,May,2013,Wake County,Unemployment rate,6.1%
Unemployment rateWake County20130601,06/01/2013,June,2013,Wake County,Unemployment rate,6.5%
Unemployment rateWake County20130701,07/01/2013,July,2013,Wake County,Unemployment rate,6.4%
Unemployment rateWake County20130801,08/01/2013,August,2013,Wake County,Unemployment rate,6.0%
Unemployment rateWake County20130901,09/01/2013,September,2013,Wake County,Unemployment rate,5.4%
Unemployment rateWake County20131001,10/01/2013,October,2013,Wake County,Unemployment rate,5.4%
Unemployment rateWake County20131101,11/01/2013,November,2013,Wake County,Unemployment rate,5.1%
Unemployment rateWake County20131201,12/01/2013,December,2013,Wake County,Unemployment rate,4.9%
Unemployment rateWake County20140101,01/01/2014,January,2014,Wake County,Unemployment rate,5.1%
Unemployment rateWake County20140201,02/01/2014,February,2014,Wake County,Unemployment rate,5.2%
Unemployment rateWake County20140301,03/01/2014,March,2014,Wake County,Unemployment rate,5.1%
Unemployment rateWake County20140401,04/01/2014,April,2014,Wake County,Unemployment rate,4.5%
Unemployment rateWake County20140501,05/01/2014,May,2014,Wake County,Unemployment rate,5.0%
Unemployment rateWake County20140601,06/01/2014,June,2014,Wake County,Unemployment rate,5.0%
Unemployment rateWake County20140701,07/01/2014,July,2014,Wake County,Unemployment rate,5.3%
Unemployment rateWake County20140801,08/01/2014,August,2014,Wake County,Unemployment rate,5.1%
Unemployment rateWake County20140901,09/01/2014,September,2014,Wake County,Unemployment rate,4.5%
Unemployment rateWake County20141001,10/01/2014,October,2014,Wake County,Unemployment rate,4.3%
Unemployment rateWake County20141101,11/01/2014,November,2014,Wake County,Unemployment rate,4.2%
Unemployment rateWake County20141201,12/01/2014,December,2014,Wake County,Unemployment rate,3.9%
Unemployment rateWake County20150101,01/01/2015,January,2015,Wake County,Unemployment rate,4.6%
Unemployment rateWake County20150201,02/01/2015,February,2015,Wake County,Unemployment rate,4.4%
Unemployment rateWake County20150301,03/01/2015,March,2015,Wake County,Unemployment rate,4.3%
Unemployment rateWake County20150401,04/01/2015,April,2015,Wake County,Unemployment rate,4.1%
Unemployment rateWake County20150501,05/01/2015,May,2015,Wake County,Unemployment rate,4.8%
Unemployment rateWake County20150601,06/01/2015,June,2015,Wake County,Unemployment rate,5.0%
Unemployment rateBenchmarkAverage20150801,08/01/2015,August,2015,BenchmarkAverage,Unemployment rate,5.3%
Unemployment rateDavidson County20150801,08/01/2015,August,2015,Davidson County,Unemployment rate,4.5%
Unemployment rateEast Baton Rouge Parish20150801,08/01/2015,August,2015,East Baton Rouge Parish,Unemployment rate,5.5%
Unemployment rateFulton County20150801,08/01/2015,August,2015,Fulton County,Unemployment rate,5.9%
Unemployment rateHillsborough County20150801,08/01/2015,August,2015,Hillsborough County,Unemployment rate,5.1%
Unemployment rateJefferson County20150801,08/01/2015,August,2015,Jefferson County,Unemployment rate,4.4%
Unemployment rateMiami-Dade County20150801,08/01/2015,August,2015,Miami-Dade County,Unemployment rate,6.3%
Unemployment rateOklahoma County20150801,08/01/2015,August,2015,Oklahoma County,Unemployment rate,4.0%
Unemployment rateOrleans Parish20150801,08/01/2015,August,2015,Orleans Parish,Unemployment rate,6.8%
Unemployment rateShelby County20150801,08/01/2015,August,2015,Shelby County,Unemployment rate,6.9%
Unemployment rateWake County20150801,08/01/2015,August,2015,Wake County,Unemployment rate,5.0%
Unemployment rate (annual average)BenchmarkAverage20150101,01/01/2015,,2015,BenchmarkAverage,Unemployment rate (annual average),5.3%
Unemployment rateEast Baton Rouge Parish20150701,07/01/2015,July,2015,East Baton Rouge Parish,Unemployment rate,5.7%
Unemployment rateFulton County20150701,07/01/2015,July,2015,Fulton County,Unemployment rate,6.3%
Unemployment rateHillsborough County20150701,07/01/2015,July,2015,Hillsborough County,Unemployment rate,5.3%
Unemployment rateJefferson County20150701,07/01/2015,July,2015,Jefferson County,Unemployment rate,5.4%
Unemployment rateMiami-Dade County20150701,07/01/2015,July,2015,Miami-Dade County,Unemployment rate,6.2%
Unemployment rateWake County20150701,07/01/2015,July,2015,Wake County,Unemployment rate,5.1%
Unemployment rateBenchmarkAverage20150901,09/01/2015,September,2015,BenchmarkAverage,Unemployment rate,5.1%
Unemployment rateBenchmarkAverage20151001,10/01/2015,October,2015,BenchmarkAverage,Unemployment rate,4.9%
Unemployment rateBenchmarkAverage20151101,11/01/2015,November,2015,BenchmarkAverage,Unemployment rate,4.8%
Unemployment rateDavidson County20150901,09/01/2015,September,2015,Davidson County,Unemployment rate,4.6%
Unemployment rateDavidson County20151001,10/01/2015,October,2015,Davidson County,Unemployment rate,4.2%
Unemployment rateDavidson County20151101,11/01/2015,November,2015,Davidson County,Unemployment rate,4.2%
Unemployment rateEast Baton Rouge Parish20150901,09/01/2015,September,2015,East Baton Rouge Parish,Unemployment rate,5.2%
Unemployment rateEast Baton Rouge Parish20151001,10/01/2015,October,2015,East Baton Rouge Parish,Unemployment rate,5.3%
Unemployment rateEast Baton Rouge Parish20151101,11/01/2015,November,2015,East Baton Rouge Parish,Unemployment rate,4.8%
Unemployment rateFulton County20150901,09/01/2015,September,2015,Fulton County,Unemployment rate,5.7%
Unemployment rateFulton County20151001,10/01/2015,October,2015,Fulton County,Unemployment rate,5.6%
Unemployment rateFulton County20151101,11/01/2015,November,2015,Fulton County,Unemployment rate,5.2%
Unemployment rateHillsborough County20150901,09/01/2015,September,2015,Hillsborough County,Unemployment rate,4.9%
Unemployment rateHillsborough County20151001,10/01/2015,October,2015,Hillsborough County,Unemployment rate,4.7%
Unemployment rateHillsborough County20151101,11/01/2015,November,2015,Hillsborough County,Unemployment rate,4.4%
Unemployment rateJefferson County20150901,09/01/2015,September,2015,Jefferson County,Unemployment rate,4.2%
Unemployment rateJefferson County20151001,10/01/2015,October,2015,Jefferson County,Unemployment rate,3.9%
Unemployment rateJefferson County20151101,11/01/2015,November,2015,Jefferson County,Unemployment rate,4.3%
Unemployment rateMiami-Dade County20150901,09/01/2015,September,2015,Miami-Dade County,Unemployment rate,6.3%
Unemployment rateMiami-Dade County20151001,10/01/2015,October,2015,Miami-Dade County,Unemployment rate,6.0%
Unemployment rateMiami-Dade County20151101,11/01/2015,November,2015,Miami-Dade County,Unemployment rate,5.5%
Unemployment rateOklahoma County20150901,09/01/2015,September,2015,Oklahoma County,Unemployment rate,3.7%
Unemployment rateOklahoma County20151001,10/01/2015,October,2015,Oklahoma County,Unemployment rate,3.6%
Unemployment rateOklahoma County20151101,11/01/2015,November,2015,Oklahoma County,Unemployment rate,3.7%
Unemployment rateOrleans Parish20150901,09/01/2015,September,2015,Orleans Parish,Unemployment rate,6.7%
Unemployment rateOrleans Parish20151001,10/01/2015,October,2015,Orleans Parish,Unemployment rate,6.8%
Unemployment rateOrleans Parish20151101,11/01/2015,November,2015,Orleans Parish,Unemployment rate,6.0%
Unemployment rateShelby County20150901,09/01/2015,September,2015,Shelby County,Unemployment rate,6.7%
Unemployment rateShelby County20151001,10/01/2015,October,2015,Shelby County,Unemployment rate,6.4%
Unemployment rateShelby County20151101,11/01/2015,November,2015,Shelby County,Unemployment rate,6.4%
Unemployment rateWake County20150901,09/01/2015,September,2015,Wake County,Unemployment rate,4.4%
Unemployment rateWake County20151001,10/01/2015,October,2015,Wake County,Unemployment rate,4.6%
Unemployment rateWake County20151101,11/01/2015,November,2015,Wake County,Unemployment rate,4.5%
Unemployment rate (annual average)Davidson County20150101,01/01/2015,,2015,Davidson County,Unemployment rate (annual average),4.6%
Unemployment rate (annual average)East Baton Rouge Parish20150101,01/01/2015,,2015,East Baton Rouge Parish,Unemployment rate (annual average),5.5%
Unemployment rate (annual average)Fulton County20150101,01/01/2015,,2015,Fulton County,Unemployment rate (annual average),6.0%
Unemployment rate (annual average)Hillsborough County20150101,01/01/2015,,2015,Hillsborough County,Unemployment rate (annual average),5.1%
Unemployment rate (annual average)Jefferson County20150101,01/01/2015,,2015,Jefferson County,Unemployment rate (annual average),4.7%
Unemployment rate (annual average)Miami-Dade County20150101,01/01/2015,,2015,Miami-Dade County,Unemployment rate (annual average),6.1%
Unemployment rate (annual average)Oklahoma County20150101,01/01/2015,,2015,Oklahoma County,Unemployment rate (annual average),3.8%
Unemployment rate (annual average)Orleans Parish20150101,01/01/2015,,2015,Orleans Parish,Unemployment rate (annual average),6.8%
Unemployment rate (annual average)Shelby County20150101,01/01/2015,,2015,Shelby County,Unemployment rate (annual average),6.9%
Unemployment rate (annual average)Wake County20150101,01/01/2015,,2015,Wake County,Unemployment rate (annual average),4.6%
